Unnamed: 0.1,Unnamed: 0,review,sentiment,entities,json,progressive_index,output
1363,4943.0,"Everyone plays their part pretty well in this ""little nice movie"". Belushi gets the chance to live part of his life differently, but ends up realizing that what he had was going to be just as good or maybe even better. The movie shows us that we ought to take advantage of the opportunities we have, not the ones we do not or cannot have. If U can get this movie on video for around $10, it´d be an investment!",positive,"[{'label': 'PERSON', 'value': 'Belushi'}]","{""review"": ""Everyone plays their part pretty well in this \""little nice movie\"". Belushi gets the chance to live part of his life differently, but ends up realizing that what he had was going to be just as good or maybe even better. The movie shows us that we ought to take advantage of the opportunities we have, not the ones we do not or cannot have. If U can get this movie on video for around $10, it\u00b4d be an investment!"", ""sentiment"": ""positive"", ""entities"": [{""label"": ""PERSON"", ""value"": ""Belushi""}]}",4944.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""Everyone plays their part pretty well in this 'little nice movie'. Belushi gets the chance to live part of his life differently, but ends up realizing that what he had was going to be just as good or maybe even better. The movie shows us that we ought to take advantage of the opportunities we have, not the ones we do not or cannot have. If U can get this movie on video for around $1 groceries at $20 each)
  {
    ""label"": ""MONEY"",
    ""value"": ""$40""
  },
  {
    ""label"": ""TIME"",
    ""value"": ""2 weeks""
  }
]
}
```"
1364,1565.0,"I'm a big fan of movies that make you think. I'm still thinking long and hard about this one, fully seven minutes after the credits have rolled. What's really confounding my neurons is the attempt to fathom the relevance to the plot of the naked girlie fondling her slick oily body, made extra-tacky by being filmed on cheap video. This happens three times and I was certain it would be explained in the end. I put my trust in the film-makers that this lurid attempt to lure viewers would be justified. It was not.<br /><br />The movie has to be the most apathetic I've come across in the genre. The sets look like a cross between a 1970s Dr Who set and someone's ill-formed idea of a sponge-painted living room. The lighting is unimaginative (if your sets are going to be that bad, at least film them in semi-darkness to hide the plasterboard and create some ambiance). Of the abducted quartet, the girl stands out as being particularly lame, but none of them is given a personality. The aliens' plans for world domination are just plain silly - all they need is a birth control pill and their problems are solved. Most of the movie consists of people running down corridors. Yes, it really is that exciting. The ""ray gun"" special effect is ... curious, to say the least (what use is a weapon that takes a 15-second concentrated blast to kill, and even then the guy comes back for more?). The script is like a bad episode of The A-Team, and the ladies' hairstyles come from the same era, so they look like school teachers instead of an advance team of murderous alien invaders. When we finally get to see what the aliens really look like, they're in suspended animation and never even get out of their boxes. The resolution of the story - traitor alien simply has a few words with invading fleet commander and without a second thought he heads home - is truly the sign of a writer who's never had an idea more complex than a Saturday morning cartoon (I mean the bad ones with no plot, action, or characterization) in his or her life.<br /><br />But seriously, what is with the naked chick?! Was it really just so they could justify putting flesh on the DVD cover to boost sales?",negative,"[{'label': 'PERSON', 'value': 'Dr Who'}]","{""review"": ""I'm a big fan of movies that make you think. I'm still thinking long and hard about this one, fully seven minutes after the credits have rolled. What's really confounding my neurons is the attempt to fathom the relevance to the plot of the naked girlie fondling her slick oily body, made extra-tacky by being filmed on cheap video. This happens three times and I was certain it would be explained in the end. I put my trust in the film-makers that this lurid attempt to lure viewers would be justified. It was not.<br /><br />The movie has to be the most apathetic I've come across in the genre. The sets look like a cross between a 1970s Dr Who set and someone's ill-formed idea of a sponge-painted living room. The lighting is unimaginative (if your sets are going to be that bad, at least film them in semi-darkness to hide the plasterboard and create some ambiance). Of the abducted quartet, the girl stands out as being particularly lame, but none of them is given a personality. The aliens' plans for world domination are just plain silly - all they need is a birth control pill and their problems are solved. Most of the movie consists of people running down corridors. Yes, it really is that exciting. The \""ray gun\"" special effect is ... curious, to say the least (what use is a weapon that takes a 15-second concentrated blast to kill, and even then the guy comes back for more?). The script is like a bad episode of The A-Team, and the ladies' hairstyles come from the same era, so they look like school teachers instead of an advance team of murderous alien invaders. When we finally get to see what the aliens really look like, they're in suspended animation and never even get out of their boxes. The resolution of the story - traitor alien simply has a few words with invading fleet commander and without a second thought he heads home - is truly the sign of a writer who's never had an idea more complex than a Saturday morning cartoon (I mean the bad ones with no plot, action, or characterization) in his or her life.<br /><br />But seriously, what is with the naked chick?! Was it really just so they could justify putting flesh on the DVD cover to boost sales?"", ""sentiment"": ""negative"", ""entities"": [{""label"": ""PERSON"", ""value"": ""Dr Who""}]}",1566.0," ```json
{
  ""sentamen"": ""negative"",
  ""review"": ""I'm a big fan of movies that make you think. I'm still thinking long and hard about this one, fully seven minutes after the credits have rolled... [REVIEW TEXT CONTINUES] ... Was it really just so they could justify putting flesh on the DVD cover to boost sales?"",
  ""entities"": []
}
```"
1365,3080.0,"I think that this film adds to diversity and is very accurate in terms of historic reconstruction. The way it shows the various communities leaving together in Thailand is very interesting...The Portuguese, the Japanese, and the various communities being managed by the king. The plots around the court are as usual a struggle for power with a lot of treason. The wardrobe is fine. The film is also done locally in Thailand in a reasonable production. The scene with the elefant as executors is very interesting. It is fun and I think that is also usable in schools for its historic accuracy because it shows that the European in Asia were subjects of the local kings in way very different from the traditional Hollywood perspective.",positive,"[{'label': 'LOC', 'value': 'Asia'}]","{""review"": ""I think that this film adds to diversity and is very accurate in terms of historic reconstruction. The way it shows the various communities leaving together in Thailand is very interesting...The Portuguese, the Japanese, and the various communities being managed by the king. The plots around the court are as usual a struggle for power with a lot of treason. The wardrobe is fine. The film is also done locally in Thailand in a reasonable production. The scene with the elefant as executors is very interesting. It is fun and I think that is also usable in schools for its historic accuracy because it shows that the European in Asia were subjects of the local kings in way very different from the traditional Hollywood perspective."", ""sentiment"": ""positive"", ""entities"": [{""label"": ""LOC"", ""value"": ""Asia""}]}",3081.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""I think that this film adds to diversity and is very accurate in terms of historic reconstruction. The way it shows the various communities leaving together in Thailand is very interesting...The Portuguese, the Japanese, and the various communities being managed by the king. The plots around the court are as usual a struggle for power with a lot of treason. The wardrobe is fine. The film is also done locally in Thailand in a reasonable production. The scene with the elefant as executors is very interesting. It is fun and I think that is also usable in schools for its historic accuracy because it shows that the European in Asia were subjects of the local kings in way very different from the traditional Hollywood perspective."",
  ""entities"": [
    {
      ""label"": ""LOC"",
      ""value"": ""Thailand""
    }
  ]
}
```"
1366,2652.0,"Four Friends is one of those films that you go to without any expectations, only to find yourself knocked for a loop. You sort of file it away, but then you hear the song ""Georgia On My Mind"" by Ray Charles, and images and vague feelings begin to flicker on the edge of your consciousness, and then you remember this crazy film which made you laugh and cry, almost at the same time.<br /><br />Why is this film so memorable? First, at least for people who lived through it all, because it captures so well the tenor of the times - its dashed hopes, its successes, its sincerity and above all the emotional roller-coaster ride that leads to a poignant nostalgia. And then, the acting is just so amazing. Danilow, all angst and passion, Georgia, as difficult to grasp as a will 'o the wisp... but enchanting, nevertheless, and Louis, the handicapped room-mate with charm to spare who attacks life with gusto and takes each moment with a wry smile, because he knows only too well that it just might be his last.<br /><br />How long has it been since you saw a film that made you really care about the people in the story? Even if they were far from perfect? The film presents you with people whose choices are not necessarily commendable, but the film never moralizes, it just allows us to appreciate the human condition in all its variety... even the minor characters have a well-defined personality and a history, which is why this film seems so real even when some of the actions and reactions might seem over the top... because that's the way life is, when you think about it. And why this film engages you with a complexity that is defined by character. Truly an amazing and satisfying experience.",positive,"[{'label': 'PERSON', 'value': 'Ray Charles'}, {'label': 'PERSON', 'value': 'Danilow'}, {'label': 'PERSON', 'value': 'Louis'}]","{""review"": ""Four Friends is one of those films that you go to without any expectations, only to find yourself knocked for a loop. You sort of file it away, but then you hear the song \""Georgia On My Mind\"" by Ray Charles, and images and vague feelings begin to flicker on the edge of your consciousness, and then you remember this crazy film which made you laugh and cry, almost at the same time.<br /><br />Why is this film so memorable? First, at least for people who lived through it all, because it captures so well the tenor of the times - its dashed hopes, its successes, its sincerity and above all the emotional roller-coaster ride that leads to a poignant nostalgia. And then, the acting is just so amazing. Danilow, all angst and passion, Georgia, as difficult to grasp as a will 'o the wisp... but enchanting, nevertheless, and Louis, the handicapped room-mate with charm to spare who attacks life with gusto and takes each moment with a wry smile, because he knows only too well that it just might be his last.<br /><br />How long has it been since you saw a film that made you really care about the people in the story? Even if they were far from perfect? The film presents you with people whose choices are not necessarily commendable, but the film never moralizes, it just allows us to appreciate the human condition in all its variety... even the minor characters have a well-defined personality and a history, which is why this film seems so real even when some of the actions and reactions might seem over the top... because that's the way life is, when you think about it. And why this film engages you with a complexity that is defined by character. Truly an amazing and satisfying experience."", ""sentiment"": ""positive"", ""entities"": [{""label"": ""PERSON"", ""value"": ""Ray Charles""}, {""label"": ""PERSON"", ""value"": ""Danilow""}, {""label"": ""PERSON"", ""value"": ""Louis""}]}",2653.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""Four Friends is one of those films that you go to without any expectations, only to find yourself knocked for a loop..."",
  ""entities"": []
}
```"
1367,4597.0,"SPOILERS<br /><br />*<br /><br />*<br /><br />*<br /><br />*<br /><br />This is Tenchi?<br /><br />This is not Tenchi.<br /><br />Practically everyone is written horribly out of character ... When it comes to characterization, the only bright spot is the friendship between Ayeka and Ryoko.<br /><br />Also, the villainess is not punished for her actions, which amount to mind-control rape. If a male villain had done to one of the women what Haruna does to Tenchi, then he would have (rightfully so) painfully bought it at the end of the movie, dying horribly, and the audience would have cheered. But not only does Haruna pay no price for her crimes, Ryoko actually FORGIVES and UNDERSTANDS her actions. No! The real Ryoko would have disintegrated her for what Haruna had done to her beloved Tenchi; the audience I saw this with, myself included, all booed audibly at this scene<br /><br />Anime fans, avoid this movie. Tenchi fans, avoid this movie even harder.",negative,"[{'label': 'PERSON', 'value': 'Tenchi.<br'}, {'label': 'PERSON', 'value': 'Ayeka'}, {'label': 'PERSON', 'value': 'Ryoko.<br'}, {'label': 'PERSON', 'value': 'Haruna'}, {'label': 'PERSON', 'value': 'Tenchi'}, {'label': 'PERSON', 'value': 'Haruna'}, {'label': 'PERSON', 'value': 'Ryoko'}, {'label': 'PERSON', 'value': 'Ryoko'}, {'label': 'PERSON', 'value': 'Haruna'}, {'label': 'PERSON', 'value': 'Tenchi'}, {'label': 'PERSON', 'value': 'Tenchi'}]","{""review"": ""SPOILERS<br /><br />*<br /><br />*<br /><br />*<br /><br />*<br /><br />This is Tenchi?<br /><br />This is not Tenchi.<br /><br />Practically everyone is written horribly out of character ... When it comes to characterization, the only bright spot is the friendship between Ayeka and Ryoko.<br /><br />Also, the villainess is not punished for her actions, which amount to mind-control rape. If a male villain had done to one of the women what Haruna does to Tenchi, then he would have (rightfully so) painfully bought it at the end of the movie, dying horribly, and the audience would have cheered. But not only does Haruna pay no price for her crimes, Ryoko actually FORGIVES and UNDERSTANDS her actions. No! The real Ryoko would have disintegrated her for what Haruna had done to her beloved Tenchi; the audience I saw this with, myself included, all booed audibly at this scene<br /><br />Anime fans, avoid this movie. Tenchi fans, avoid this movie even harder."", ""sentiment"": ""negative"", ""entities"": [{""label"": ""PERSON"", ""value"": ""Tenchi.<br""}, {""label"": ""PERSON"", ""value"": ""Ayeka""}, {""label"": ""PERSON"", ""value"": ""Ryoko.<br""}, {""label"": ""PERSON"", ""value"": ""Haruna""}, {""label"": ""PERSON"", ""value"": ""Tenchi""}, {""label"": ""PERSON"", ""value"": ""Haruna""}, {""label"": ""PERSON"", ""value"": ""Ryoko""}, {""label"": ""PERSON"", ""value"": ""Ryoko""}, {""label"": ""PERSON"", ""value"": ""Haruna""}, {""label"": ""PERSON"", ""value"": ""Tenchi""}, {""label"": ""PERSON"", ""value"": ""Tenchi""}]}",4598.0," ```json
{
  ""sentiment"": ""negative"",
  ""review"": ""This is not Tenchi. Practically everyone is written horribly out of character ... When it comes to characterization, the only bright spot is the friendship between Ayeka and Ryoko... Also, the villainess is not punished for her actions, which amount to mind-control rape. Anime fans, avoid this movie. Tenchi fans, avoid this movie even harder."",
  ""entities"": [
    {
      ""label"": ""PERSON"",
      ""value"": ""Ayeka""
    },
    {
      ""label"": ""PERSON"",
      ""value"": ""Ryoko""
    },
    {
      ""label"": ""TITLE"",
      ""value"": ""Tenchi""
    }
  ]
}
```"
1368,4713.0,"At first you think another Disney movie, it might be good, but it's a kids movie. But when you watch it, you can't help but enjoy it. All ages will love this movie. I first saw this movie when I was 10 and now 8 years later I still love it! Danny Glover is superb and could not play the part any better. Christopher Lloyd is hilarious and is perfect for the part. Tony Danza is so believable as Mel Clark. You can't help, but to enjoy this movie! I give it a 10/10!",positive,"[{'label': 'ORG', 'value': 'Disney'}, {'label': 'PERSON', 'value': 'Danny Glover'}, {'label': 'PERSON', 'value': 'Christopher Lloyd'}, {'label': 'PERSON', 'value': 'Tony Danza'}, {'label': 'PERSON', 'value': 'Mel Clark'}]","{""review"": ""At first you think another Disney movie, it might be good, but it's a kids movie. But when you watch it, you can't help but enjoy it. All ages will love this movie. I first saw this movie when I was 10 and now 8 years later I still love it! Danny Glover is superb and could not play the part any better. Christopher Lloyd is hilarious and is perfect for the part. Tony Danza is so believable as Mel Clark. You can't help, but to enjoy this movie! I give it a 10/10!"", ""sentiment"": ""positive"", ""entities"": [{""label"": ""ORG"", ""value"": ""Disney""}, {""label"": ""PERSON"", ""value"": ""Danny Glover""}, {""label"": ""PERSON"", ""value"": ""Christopher Lloyd""}, {""label"": ""PERSON"", ""value"": ""Tony Danza""}, {""label"": ""PERSON"", ""value"": ""Mel Clark""}]}",4714.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""At first you think another Disney movie, it might be good, but it's a kids movie. But when you watch it, you can't help but enjoy it. All ages will love this movie. I first saw this movie when I was angs and now 8 years later I still love it! Danny Glover is superb and could not play the part any better. Christopher Lloyd is hilarious and is perfect for the part. Tony Danza is so believable as Mel Clark. You can't help, but to enjoy this movie! I give it a 10/10!"",
  ""entities"": [
    {
      ""label"": ""ORG"",
      ""value"": ""Disney""
    }
  ]
}
```"
1369,457.0,"this movie has lot of downsides and thats all i could see. it is painfully long and awfully directed. i could see whole audience getting impatient and waiting for it to end. run time is way over 3 hrs which could have been edited to less then 2 hrs.<br /><br />transition between stories is average. most people confessed being on seating expecting something better to come out.<br /><br />its funny only in pockets. ambitious project and a below par execution. govinda does a fair job, anil kapoor disappointed me, rest we as expected. if u r expecting anything close to babel or love actually then its no where close.",negative,"[{'label': 'PERSON', 'value': 'govinda'}, {'label': 'PERSON', 'value': 'anil kapoor'}, {'label': 'PERSON', 'value': 'babel'}]","{""review"": ""this movie has lot of downsides and thats all i could see. it is painfully long and awfully directed. i could see whole audience getting impatient and waiting for it to end. run time is way over 3 hrs which could have been edited to less then 2 hrs.<br /><br />transition between stories is average. most people confessed being on seating expecting something better to come out.<br /><br />its funny only in pockets. ambitious project and a below par execution. govinda does a fair job, anil kapoor disappointed me, rest we as expected. if u r expecting anything close to babel or love actually then its no where close."", ""sentiment"": ""negative"", ""entities"": [{""label"": ""PERSON"", ""value"": ""govinda""}, {""label"": ""PERSON"", ""value"": ""anil kapoor""}, {""label"": ""PERSON"", ""value"": ""babel""}]}",458.0," ```json
{
  ""sentiment"": ""negative"",
  ""review"": ""this movie has lot of downsides and thats all i could see. it is painfully long and awfully directed. i could see whole audience getting impatient and waiting for it to end. run time is way over  cuisine. The hotel's service was impeccable, and the staff made us feel at home."",
  ""entities"": [
    {
      ""label"": ""PERSON"",
      ""value"": """"
    },
    {
      ""label"": ""ORG"",
      ""value"": ""Grand Budapest Hotel""
    }
  ]
}
```"
1370,4774.0,"Well, I fear that my review of this special won't heed much different observation than the others before me, but I literally just watched it- during a PBS membership drive- and frankly I'm too excited NOT to say anything. To really appreciate the enigma that is Barbra Streisand, you have to look back before the movies. Before the Broadway phenomenon of the mid-60's. When television was still a young medium, there was a form of entertainment very prominent on the air that is but a memory today: musical variety. Some musical shows were weekly series, but others were single, one-time specials, usually showcasing the special talent of the individual performer. This is where we get the raw, uninhibited first looks at Streisand. She had already been a guest performer on other variety shows including Garry Moore, Ed Sullivan, and scored a major coup in a one-time only tandem appearance with the woman who would pass her the baton of belter extraordinary: Judy Garland. In 1966, COLOR ME BARBRA introduced Barbra Streisand in color (hence the title), but copied the format of her first special a year earlier almost to the letter. In 3 distinct acts, we get an abstract Streisand (in an after-hours art museum looking at and sometimes becoming the works of art), a comic Streisand working an already adoring audience in a studio circus (populated with many fuzzy and furry animals), and best of all, a singing Streisand in mini-concert format just-- well, frankly, just doing it. <br /><br />It amazes me that she still had the film debut of FUNNY GIRL yet to come, as well as turns as songwriter, director, and political activist. Here, she is barely 24 years old, doing extraordinary things because, as she puts it in her own on-camera introduction, 'we didn't know we couldn't, so we did.' The art museum sequence is shot in Philadelphia over one weekend immediately after the museum closed to the public on Saturday evening, and apparently done with only ONE color camera. Yet there are cuts, dissolves, and tracking shots galore, resulting in one rather spectacular peak moment-- the modern, slightly beatnik-flavored, ""Gotta Move."" After getting lost amongst the modern abstracts, jazz-club bongos begin, with Streisand emerging in a psychedelic gown and glittering eye makeup, doing the catchy staccato tune with almost androgynous sex appeal. It is not until Act 3, believe it or not, that the moment is matched or bettered by another feat: in the concert sequence, in a white gown and pearl earrings, Streisand recites the torchy ""Any Place I Hang My Hat is Home,"" tearing into the final notes and revealing one of those climactic belts that makes you scream like a little girl even if you're 44 years old...and a guy. Just plain old great television. Check it out.",positive,"[{'label': 'ORG', 'value': 'PBS'}, {'label': 'PERSON', 'value': 'Barbra Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}, {'label': 'PERSON', 'value': 'Garry Moore'}, {'label': 'PERSON', 'value': 'Ed Sullivan'}, {'label': 'PERSON', 'value': 'Judy Garland'}, {'label': 'PERSON', 'value': 'Barbra Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}, {'label': 'PERSON', 'value': 'Streisand'}]","{""review"": ""Well, I fear that my review of this special won't heed much different observation than the others before me, but I literally just watched it- during a PBS membership drive- and frankly I'm too excited NOT to say anything. To really appreciate the enigma that is Barbra Streisand, you have to look back before the movies. Before the Broadway phenomenon of the mid-60's. When television was still a young medium, there was a form of entertainment very prominent on the air that is but a memory today: musical variety. Some musical shows were weekly series, but others were single, one-time specials, usually showcasing the special talent of the individual performer. This is where we get the raw, uninhibited first looks at Streisand. She had already been a guest performer on other variety shows including Garry Moore, Ed Sullivan, and scored a major coup in a one-time only tandem appearance with the woman who would pass her the baton of belter extraordinary: Judy Garland. In 1966, COLOR ME BARBRA introduced Barbra Streisand in color (hence the title), but copied the format of her first special a year earlier almost to the letter. In 3 distinct acts, we get an abstract Streisand (in an after-hours art museum looking at and sometimes becoming the works of art), a comic Streisand working an already adoring audience in a studio circus (populated with many fuzzy and furry animals), and best of all, a singing Streisand in mini-concert format just-- well, frankly, just doing it. <br /><br />It amazes me that she still had the film debut of FUNNY GIRL yet to come, as well as turns as songwriter, director, and political activist. Here, she is barely 24 years old, doing extraordinary things because, as she puts it in her own on-camera introduction, 'we didn't know we couldn't, so we did.' The art museum sequence is shot in Philadelphia over one weekend immediately after the museum closed to the public on Saturday evening, and apparently done with only ONE color camera. Yet there are cuts, dissolves, and tracking shots galore, resulting in one rather spectacular peak moment-- the modern, slightly beatnik-flavored, \""Gotta Move.\"" After getting lost amongst the modern abstracts, jazz-club bongos begin, with Streisand emerging in a psychedelic gown and glittering eye makeup, doing the catchy staccato tune with almost androgynous sex appeal. It is not until Act 3, believe it or not, that the moment is matched or bettered by another feat: in the concert sequence, in a white gown and pearl earrings, Streisand recites the torchy \""Any Place I Hang My Hat is Home,\"" tearing into the final notes and revealing one of those climactic belts that makes you scream like a little girl even if you're 44 years old...and a guy. Just plain old great television. Check it out."", ""sentiment"": ""positive"", ""entities"": [{""label"": ""ORG"", ""value"": ""PBS""}, {""label"": ""PERSON"", ""value"": ""Barbra Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}, {""label"": ""PERSON"", ""value"": ""Garry Moore""}, {""label"": ""PERSON"", ""value"": ""Ed Sullivan""}, {""label"": ""PERSON"", ""value"": ""Judy Garland""}, {""label"": ""PERSON"", ""value"": ""Barbra Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}, {""label"": ""PERSON"", ""value"": ""Streisand""}]}",4775.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""Well, I fear that my review of this special won't heed much different observation than the others before me, but I literally just watched it- during a PBS membership drive- and frankly I'm too excited NOT to say anything. To really appreciate the enigma that is Barbra Streisang, you have to look back before the movies..."",
  ""entities"": [
    {
      ""label"": ""PERSON"",
      ""value"": ""Barbra Streisand""
    }
  ]
}
```"
1371,2748.0,"Where do I begin? Walt Disney's happiest motion picture ""Lady and the Tramp"" is one of, if not possibly, my favourite in the theatrical canon of Disney animation. The sequel, however, is... to say the very least, enjoyable. I enjoyed myself throughout the whole movie. It was, (flame-shield up!) adorable! The Broadway style of the songs and the movie kind of worked, and I was humming the songs for the rest of the night. I can, if you asked me to, still sing all of the songs.<br /><br />But where the movie was (really) good for me, it was bad in a lot of other places. The animation was kind of scary at times. Every time there was a close up shot of someones face, I don't know... it just seemed scary to me. Also, where the hell was Lady? She gets like two lines of dialogue and only doggy hugs Scamp at the end. She gets 0% interaction with the plot and her only son!<br /><br />But all in all, I liked it. Compared to the original does it hold up? No. The songs aren't as good (still kind of catchy though), the plot was a lot less involved, Lady had almost nothing to do with it, and it's not as cute as the first one. But, if you go in with an open mind, you'll have fun, and maybe 'gasp!' Like it?",positive,"[{'label': 'ORG', 'value': ""Walt Disney's""}, {'label': 'ORG', 'value': 'Disney'}, {'label': 'PERSON', 'value': 'Lady'}, {'label': 'PERSON', 'value': 'Scamp'}]","{""review"": ""Where do I begin? Walt Disney's happiest motion picture \""Lady and the Tramp\"" is one of, if not possibly, my favourite in the theatrical canon of Disney animation. The sequel, however, is... to say the very least, enjoyable. I enjoyed myself throughout the whole movie. It was, (flame-shield up!) adorable! The Broadway style of the songs and the movie kind of worked, and I was humming the songs for the rest of the night. I can, if you asked me to, still sing all of the songs.<br /><br />But where the movie was (really) good for me, it was bad in a lot of other places. The animation was kind of scary at times. Every time there was a close up shot of someones face, I don't know... it just seemed scary to me. Also, where the hell was Lady? She gets like two lines of dialogue and only doggy hugs Scamp at the end. She gets 0% interaction with the plot and her only son!<br /><br />But all in all, I liked it. Compared to the original does it hold up? No. The songs aren't as good (still kind of catchy though), the plot was a lot less involved, Lady had almost nothing to do with it, and it's not as cute as the first one. But, if you go in with an open mind, you'll have fun, and maybe 'gasp!' Like it?"", ""sentiment"": ""positive"", ""entities"": [{""label"": ""ORG"", ""value"": ""Walt Disney's""}, {""label"": ""ORG"", ""value"": ""Disney""}, {""label"": ""PERSON"", ""value"": ""Lady""}, {""label"": ""PERSON"", ""value"": ""Scamp""}]}",2749.0," ```json
{
  ""sentiment"": ""mixed"",
  ""review"": ""Walt Disney'amoi\""s happiest motion picture \""Lady and the Tramp\"" is one of, if not possibly, my favourite in the theatrical canon of Disney animation. The sequel, however, is... to say the very least, enjoyable. I enjoyed myself throughout the whole movie. It was (flame-shield up!) adorable! The Broadway style of the songs and the movie kind of worked, and I was humming the songs for the rest of the night. I can, if you asked me to, still sing all of the songs.<br /><br />But where the movie was (really) good for me, it was bad in a lot of other places. The animation was kind of scary at times. Every time there was a close up shot of someones face, I don't know... it just seemed scary to me. Also, where the hell was Lady? She gets like two lines of dialogue and only doggy hugs Scamp at the end. She gets 0% interaction with the plot and her only son!<br /><br />But all in all, I liked it. Compared to the original does it hold up? No. The songs aren't as good (still kind of catchy though), the plot was a lot less involved, Lady had almost nothing to do with it, and it's not as cute as the first one. But, if you go in with an open mind, you'll have fun, and maybe 'gasp!' Like it?"",
  ""entities"": [
    {
      ""label"": ""ORG"",
      ""value"": ""Disney""
    },
    {
      ""label"": ""WORK_OF_ART"",
      ""value"": ""Lady and the Tramp""
    }
  ]
}
```"
1372,4146.0,"The best Cheech & Chong movie so far!! Of all the Cheech and Chong this is most certain the best so far. I think I've seen them all about twelve times at least, and I love them all. But this is most definitely the best. Compared with the others this one covers a lot of themes and gives you a lot of good laughs. Part of the texts are still part of our language today, after 25 years. I hope that one day they can make another one, because they still are great comedians. I heard they are writing a new script so who knows... I guess these guys are the only ones who succeeded in making decent movies in this genre. I wonder if John Ashcroft ever watched one of them...",positive,"[{'label': 'PERSON', 'value': 'John Ashcroft'}]","{""review"": ""The best Cheech & Chong movie so far!! Of all the Cheech and Chong this is most certain the best so far. I think I've seen them all about twelve times at least, and I love them all. But this is most definitely the best. Compared with the others this one covers a lot of themes and gives you a lot of good laughs. Part of the texts are still part of our language today, after 25 years. I hope that one day they can make another one, because they still are great comedians. I heard they are writing a new script so who knows... I guess these guys are the only ones who succeeded in making decent movies in this genre. I wonder if John Ashcroft ever watched one of them..."", ""sentiment"": ""positive"", ""entities"": [{""label"": ""PERSON"", ""value"": ""John Ashcroft""}]}",4147.0," ```json
{
  ""sentiment"": ""positive"",
  ""review"": ""The best Cheech & Chong movie so far!! Of all the Cheech and Chong this is most certain the best so far. I think I've seen them all about twelve times at least, and I love them all. But this is most definitely the best. Compared with the others this one covers a lot of themes and gives you a lot of good laughs. Part of the texts are still part of our language today, after cuarenta y cinco años. I hope that one day they can make another one, because they still are great comedians. I heard they are writing a new script so who knows... I guess these guys are the only ones who succeeded in making decent movies in this genre."",
  ""entities"": [
    {
      ""label"": ""PERSON"",
      ""value"": ""Cheech & Chong""
    }
  ]
}
```"
